Año,Enfermedad,Casos,Delegacion
2000,Diabetes,321658,Veracruz
2000,Diabetes,115214,Yucatán
2000,Diabetes,46175,Zacatecas
2001,Diabetes,76375,Aguascalientes
2001,Diabetes,123325,Baja California
2001,Diabetes,34749,Baja California Sur
2001,Diabetes,41366,Campeche
2001,Diabetes,224937,Coahuila
2001,Diabetes,46691,Colima
2001,Diabetes,75049,Chiapas
2001,Diabetes,208851,Chihuahua
2001,Diabetes,734924,Distrito Federal
2001,Diabetes,105907,Durango
2001,Diabetes,253986,Guanajuato
2001,Diabetes,85526,Guerrero
2001,Diabetes,60291,Hidalgo
2001,Diabetes,353475,Jalisco
2001,Diabetes,635334,México
2001,Diabetes,130482,Michoacán
2001,Diabetes,76926,Morelos
2001,Diabetes,59761,Nayarit
2001,Diabetes,398720,Nuevo León
2001,Diabetes,77993,Oaxaca
2001,Diabetes,175935,Puebla
2001,Diabetes,63005,Querétaro
2001,Diabetes,33942,Quintana Roo
2001,Diabetes,65122,San Luis Potosí
2001,Diabetes,193680,Sinaloa
2001,Diabetes,113616,Sonora
2001,Diabetes,54479,Tabasco
2001,Diabetes,226094,Tamaulipas
2001,Diabetes,45091,Tlaxcala
2001,Diabetes,285734,Veracruz
2001,Diabetes,119281,Yucatán
2001,Diabetes,49549,Zacatecas
2002,Diabetes,77405,Aguascalientes
2002,Diabetes,113658,Baja California
2002,Diabetes,34263,Baja California Sur
2002,Diabetes,46574,Campeche
2002,Diabetes,219128,Coahuila
2002,Diabetes,39286,Colima
2002,Diabetes,76566,Chiapas
2002,Diabetes,251252,Chihuahua
2002,Diabetes,770311,Distrito Federal
2002,Diabetes,105794,Durango
2002,Diabetes,218135,Guanajuato
2002,Diabetes,113091,Guerrero
2002,Diabetes,54763,Hidalgo
2002,Diabetes,320156,Jalisco
2002,Diabetes,720450,México
2002,Diabetes,124015,Michoacán
2002,Diabetes,80464,Morelos
2002,Diabetes,37094,Nayarit
2002,Diabetes,405432,Nuevo León
2002,Diabetes,73374,Oaxaca
2002,Diabetes,138801,Puebla
2002,Diabetes,73942,Querétaro
2002,Diabetes,43530,Quintana Roo
2002,Diabetes,117498,San Luis Potosí
2002,Diabetes,171939,Sinaloa
2002,Diabetes,139717,Sonora
2002,Diabetes,61908,Tabasco
2002,Diabetes,237023,Tamaulipas
2002,Diabetes,51927,Tlaxcala
2002,Diabetes,261688,Veracruz
2002,Diabetes,129223,Yucatán
2002,Diabetes,52899,Zacatecas
2003,Diabetes,74338,Aguascalientes
2003,Diabetes,178379,Baja California
2003,Diabetes,38348,Baja California Sur
2003,Diabetes,53694,Campeche
2003,Diabetes,266316,Coahuila
2003,Diabetes,38906,Colima
2003,Diabetes,75491,Chiapas
2003,Diabetes,244106,Chihuahua
2003,Diabetes,817083,Distrito Federal
2003,Diabetes,134825,Durango
2003,Diabetes,240753,Guanajuato
2003,Diabetes,102630,Guerrero
2003,Diabetes,143999,Hidalgo
2003,Diabetes,386968,Jalisco
2003,Diabetes,721251,México
2003,Diabetes,173994,Michoacán
2003,Diabetes,91569,Morelos
2003,Diabetes,38870,Nayarit
2003,Diabetes,522584,Nuevo León
2003,Diabetes,59226,Oaxaca
2003,Diabetes,150251,Puebla
2003,Diabetes,139095,Querétaro
2003,Diabetes,68408,Quintana Roo
2003,Diabetes,107291,San Luis Potosí
2003,Diabetes,187831,Sinaloa
2003,Diabetes,188747,Sonora
2003,Diabetes,65241,Tabasco
2003,Diabetes,260945,Tamaulipas
2003,Diabetes,45317,Tlaxcala
2003,Diabetes,374204,Veracruz
2003,Diabetes,156252,Yucatán
2003,Diabetes,47165,Zacatecas
2004,Diabetes,74935,Aguascalientes
2004,Diabetes,158505,Baja California
2004,Diabetes,89279,Baja California Sur
2004,Diabetes,63447,Campeche
2004,Diabetes,363994,Coahuila
2004,Diabetes,44102,Colima
2004,Diabetes,58580,Chiapas
2004,Diabetes,338580,Chihuahua
2004,Diabetes,775887,Distrito Federal
2004,Diabetes,118771,Durango
2004,Diabetes,238961,Guanajuato
2004,Diabetes,118622,Guerrero
2004,Diabetes,75648,Hidalgo
2004,Diabetes,488321,Jalisco
2004,Diabetes,659438,México
2004,Diabetes,170582,Michoacán
2004,Diabetes,106465,Morelos
2004,Diabetes,29875,Nayarit
2004,Diabetes,539394,Nuevo León
2004,Diabetes,76650,Oaxaca
2004,Diabetes,290450,Puebla
2004,Diabetes,158768,Querétaro
2004,Diabetes,111251,Quintana Roo
2004,Diabetes,145502,San Luis Potosí
2004,Diabetes,302588,Sinaloa
2004,Diabetes,130045,Sonora
2004,Diabetes,41517,Tabasco
2004,Diabetes,229312,Tamaulipas
2004,Diabetes,44448,Tlaxcala
2004,Diabetes,551408,Veracruz
2004,Diabetes,151960,Yucatán
2004,Diabetes,43589,Zacatecas
2005,Diabetes,21357,Aguascalientes
2005,Diabetes,42437,Baja California
2005,Diabetes,13408,Baja California Sur
2005,Diabetes,13777,Campeche
2005,Diabetes,92649,Coahuila
2005,Diabetes,13492,Colima
2005,Diabetes,14784,Chiapas
2005,Diabetes,93994,Chihuahua
2005,Diabetes,263506,Distrito Federal
2005,Diabetes,30547,Durango
2005,Diabetes,65203,Guanajuato
2005,Diabetes,48952,Guerrero
2005,Diabetes,22981,Hidalgo
2005,Diabetes,128065,Jalisco
2005,Diabetes,189306,México
2005,Diabetes,54767,Michoacán
2005,Diabetes,28522,Morelos
2005,Diabetes,14270,Nayarit
2005,Diabetes,134003,Nuevo León
2005,Diabetes,17188,Oaxaca
2005,Diabetes,58889,Puebla
2005,Diabetes,34419,Querétaro
2005,Diabetes,15432,Quintana Roo
2005,Diabetes,37809,San Luis Potosí
2005,Diabetes,78712,Sinaloa
2005,Diabetes,43419,Sonora
2005,Diabetes,12858,Tabasco
2005,Diabetes,47432,Tamaulipas
2005,Diabetes,11198,Tlaxcala
2005,Diabetes,146922,Veracruz
2005,Diabetes,42288,Yucatán
2005,Diabetes,18486,Zacatecas
2006,Diabetes,29483,Aguascalientes
2006,Diabetes,73488,Baja California
2006,Diabetes,21050,Baja California Sur
2006,Diabetes,24160,Campeche
2006,Diabetes,119856,Coahuila
2006,Diabetes,21803,Colima
2006,Diabetes,35600,Chiapas
2006,Diabetes,119561,Chihuahua
2006,Diabetes,321573,Distrito Federal
2006,Diabetes,41499,Durango
2006,Diabetes,132370,Guanajuato
2006,Diabetes,68286,Guerrero
2006,Diabetes,38248,Hidalgo
2006,Diabetes,211503,Jalisco
2006,Diabetes,290096,México
2006,Diabetes,81738,Michoacán
2006,Diabetes,43161,Morelos
2006,Diabetes,32907,Nayarit
2006,Diabetes,196877,Nuevo León
2006,Diabetes,27208,Oaxaca
2006,Diabetes,77829,Puebla
2006,Diabetes,46806,Querétaro
2006,Diabetes,28354,Quintana Roo
2006,Diabetes,44652,San Luis Potosí
2006,Diabetes,107343,Sinaloa
2006,Diabetes,76606,Sonora
2006,Diabetes,23383,Tabasco
2006,Diabetes,83731,Tamaulipas
2006,Diabetes,16765,Tlaxcala
2006,Diabetes,194298,Veracruz
2006,Diabetes,67405,Yucatán
2006,Diabetes,23782,Zacatecas
2007,Diabetes,78604,Aguascalientes
2007,Diabetes,206365,Baja California
2007,Diabetes,43319,Baja California Sur
2007,Diabetes,29228,Campeche
2007,Diabetes,235882,Coahuila
2007,Diabetes,39648,Colima
2007,Diabetes,111003,Chiapas
2007,Diabetes,219450,Chihuahua
2007,Diabetes,607050,Distrito Federal
2007,Diabetes,103150,Durango
2007,Diabetes,242532,Guanajuato
2007,Diabetes,121102,Guerrero
2007,Diabetes,76123,Hidalgo
2007,Diabetes,499633,Jalisco
2007,Diabetes,652073,México
2007,Diabetes,182762,Michoacán
2007,Diabetes,83713,Morelos
2007,Diabetes,66401,Nayarit
2007,Diabetes,296307,Nuevo León
2007,Diabetes,57414,Oaxaca
2007,Diabetes,151475,Puebla
2007,Diabetes,114698,Querétaro
2007,Diabetes,55508,Quintana Roo
2007,Diabetes,135611,San Luis Potosí
2007,Diabetes,159611,Sinaloa
2007,Diabetes,178656,Sonora
2007,Diabetes,33611,Tabasco
2007,Diabetes,171559,Tamaulipas
2007,Diabetes,45357,Tlaxcala
2007,Diabetes,338506,Veracruz
2007,Diabetes,108336,Yucatán
2007,Diabetes,39863,Zacatecas
2008,Diabetes,133158,Aguascalientes
2008,Diabetes,253983,Baja California
2008,Diabetes,65500,Baja California Sur
2008,Diabetes,20968,Campeche
2008,Diabetes,284550,Coahuila
2008,Diabetes,50894,Colima
2008,Diabetes,133367,Chiapas
2008,Diabetes,255615,Chihuahua
2008,Diabetes,920870,Distrito Federal
2008,Diabetes,115408,Durango
2008,Diabetes,238322,Guanajuato
2008,Diabetes,126024,Guerrero
2008,Diabetes,81043,Hidalgo
2008,Diabetes,642554,Jalisco
2008,Diabetes,728185,México
2008,Diabetes,222616,Michoacán
2008,Diabetes,90289,Morelos
2008,Diabetes,62861,Nayarit
2008,Diabetes,466138,Nuevo León
2008,Diabetes,67711,Oaxaca
2008,Diabetes,222817,Puebla
2008,Diabetes,172443,Querétaro
2008,Diabetes,48227,Quintana Roo
2008,Diabetes,168779,San Luis Potosí
2008,Diabetes,194429,Sinaloa
2008,Diabetes,225624,Sonora
2008,Diabetes,36710,Tabasco
2008,Diabetes,231250,Tamaulipas
2008,Diabetes,51438,Tlaxcala
2008,Diabetes,416465,Veracruz
2008,Diabetes,137939,Yucatán
2008,Diabetes,42603,Zacatecas
2009,Diabetes,142229,Aguascalientes
2009,Diabetes,226223,Baja California
2009,Diabetes,67682,Baja California Sur
2009,Diabetes,21644,Campeche
2009,Diabetes,285000,Coahuila
2009,Diabetes,54534,Colima
2009,Diabetes,145137,Chiapas
2009,Diabetes,294810,Chihuahua
2009,Diabetes,1116615,Distrito Federal
2009,Diabetes,156244,Durango
2009,Diabetes,314975,Guanajuato
2009,Diabetes,139157,Guerrero
2009,Diabetes,80566,Hidalgo
2009,Diabetes,544893,Jalisco
2009,Diabetes,839515,México
2009,Diabetes,203941,Michoacán
2009,Diabetes,120891,Morelos
2009,Diabetes,58486,Nayarit
2009,Diabetes,560261,Nuevo León
2009,Diabetes,70601,Oaxaca
2009,Diabetes,268833,Puebla
2009,Diabetes,144821,Querétaro
2009,Diabetes,59540,Quintana Roo
2009,Diabetes,144023,San Luis Potosí
2009,Diabetes,238812,Sinaloa
2009,Diabetes,257215,Sonora
2009,Diabetes,36379,Tabasco
2009,Diabetes,238917,Tamaulipas
2009,Diabetes,51693,Tlaxcala
2009,Diabetes,372637,Veracruz
2009,Diabetes,149361,Yucatán
2009,Diabetes,50362,Zacatecas
2010,Diabetes,178663,Aguascalientes
2010,Diabetes,319744,Baja California
2010,Diabetes,94018,Baja California Sur
2010,Diabetes,37900,Campeche
2010,Diabetes,359312,Coahuila
2010,Diabetes,68680,Colima
2010,Diabetes,138197,Chiapas
2010,Diabetes,306279,Chihuahua
2010,Diabetes,1126374,Distrito Federal
2010,Diabetes,204610,Durango
2010,Diabetes,331682,Guanajuato
2010,Diabetes,141208,Guerrero
2010,Diabetes,98110,Hidalgo
2010,Diabetes,699100,Jalisco
2010,Diabetes,1075664,México
2010,Diabetes,197320,Michoacán
2010,Diabetes,165798,Morelos
2010,Diabetes,77680,Nayarit
2010,Diabetes,713330,Nuevo León
2010,Diabetes,94130,Oaxaca
2010,Diabetes,254973,Puebla
2010,Diabetes,155788,Querétaro
2010,Diabetes,71907,Quintana Roo
2010,Diabetes,153837,San Luis Potosí
2010,Diabetes,303134,Sinaloa
2010,Diabetes,259391,Sonora
2010,Diabetes,38834,Tabasco
2010,Diabetes,318563,Tamaulipas
2010,Diabetes,55483,Tlaxcala
2010,Diabetes,466423,Veracruz
2010,Diabetes,163850,Yucatán
2010,Diabetes,60074,Zacatecas
2011,Diabetes,204349,Aguascalientes
2011,Diabetes,390595,Baja California
2011,Diabetes,94020,Baja California Sur
2011,Diabetes,39585,Campeche
2011,Diabetes,404104,Coahuila
2011,Diabetes,74517,Colima
2011,Diabetes,137115,Chiapas
2011,Diabetes,417307,Chihuahua
2011,Diabetes,1258266,Distrito Federal
2011,Diabetes,273611,Durango
2011,Diabetes,319572,Guanajuato
2011,Diabetes,133297,Guerrero
2011,Diabetes,118085,Hidalgo
2011,Diabetes,853525,Jalisco
2011,Diabetes,1337238,México
2011,Diabetes,196263,Michoacán
2011,Diabetes,181640,Morelos
2011,Diabetes,104982,Nayarit
2011,Diabetes,865816,Nuevo León
2011,Diabetes,114745,Oaxaca
2011,Diabetes,252665,Puebla
2011,Diabetes,135300,Querétaro
2011,Diabetes,56125,Quintana Roo
2011,Diabetes,181273,San Luis Potosí
2011,Diabetes,422212,Sinaloa
2011,Diabetes,333229,Sonora
2011,Diabetes,43126,Tabasco
2011,Diabetes,286918,Tamaulipas
2011,Diabetes,57895,Tlaxcala
2011,Diabetes,468921,Veracruz
2011,Diabetes,158040,Yucatán
2011,Diabetes,56425,Zacatecas
2012,Diabetes,225115,Aguascalientes
2012,Diabetes,455190,Baja California
2012,Diabetes,96659,Baja California Sur
2012,Diabetes,44519,Campeche
2012,Diabetes,421009,Coahuila
2012,Diabetes,79651,Colima
2012,Diabetes,133917,Chiapas
2012,Diabetes,498673,Chihuahua
2012,Diabetes,1370853,Distrito Federal
2012,Diabetes,283323,Durango
2012,Diabetes,352057,Guanajuato
2012,Diabetes,127938,Guerrero
2012,Diabetes,132800,Hidalgo
2012,Diabetes,972370,Jalisco
2012,Diabetes,1654403,México
2012,Diabetes,223777,Michoacán
2012,Diabetes,186949,Morelos
2012,Diabetes,106980,Nayarit
2012,Diabetes,996724,Nuevo León
2012,Diabetes,122916,Oaxaca
2012,Diabetes,292179,Puebla
2012,Diabetes,122682,Querétaro
2012,Diabetes,69116,Quintana Roo
2012,Diabetes,190356,San Luis Potosí
2012,Diabetes,451371,Sinaloa
2012,Diabetes,363370,Sonora
2012,Diabetes,58873,Tabasco
2012,Diabetes,315124,Tamaulipas
2012,Diabetes,61347,Tlaxcala
2012,Diabetes,533558,Veracruz
2012,Diabetes,202579,Yucatán
2012,Diabetes,56666,Zacatecas
2013,Diabetes,194036,Aguascalientes
2013,Diabetes,418876,Baja California
2013,Diabetes,102908,Baja California Sur
2013,Diabetes,58167,Campeche
2013,Diabetes,435345,Coahuila
2013,Diabetes,66771,Colima
2013,Diabetes,126406,Chiapas
2013,Diabetes,471558,Chihuahua
2013,Diabetes,1810921,Distrito Federal
2013,Diabetes,291250,Durango
2013,Diabetes,327014,Guanajuato
2013,Diabetes,131882,Guerrero
2013,Diabetes,135337,Hidalgo
2013,Diabetes,1020871,Jalisco
2013,Diabetes,1714152,México
2013,Diabetes,211789,Michoacán
2013,Diabetes,176208,Morelos
2013,Diabetes,103376,Nayarit
2013,Diabetes,1211010,Nuevo León
2013,Diabetes,112501,Oaxaca
2013,Diabetes,266187,Puebla
2013,Diabetes,156711,Querétaro
2013,Diabetes,75991,Quintana Roo
2013,Diabetes,190933,San Luis Potosí
2013,Diabetes,464545,Sinaloa
2013,Diabetes,352556,Sonora
2013,Diabetes,67947,Tabasco
2013,Diabetes,380147,Tamaulipas
2013,Diabetes,60459,Tlaxcala
2013,Diabetes,509864,Veracruz
2013,Diabetes,204450,Yucatán
2013,Diabetes,53255,Zacatecas
2014,Diabetes,179898,Aguascalientes
2014,Diabetes,391975,Baja California
2014,Diabetes,74061,Baja California Sur
2014,Diabetes,55157,Campeche
2014,Diabetes,379859,Coahuila
2014,Diabetes,66589,Colima
2014,Diabetes,109383,Chiapas
2014,Diabetes,433229,Chihuahua
2014,Diabetes,1468749,Distrito Federal
2014,Diabetes,193841,Durango
2014,Diabetes,230340,Guanajuato
2014,Diabetes,128058,Guerrero
2014,Diabetes,124510,Hidalgo
2014,Diabetes,866436,Jalisco
2014,Diabetes,1307794,México
2014,Diabetes,196231,Michoacán
2014,Diabetes,129292,Morelos
2014,Diabetes,107023,Nayarit
2014,Diabetes,1011234,Nuevo León
2014,Diabetes,103598,Oaxaca
2014,Diabetes,239675,Puebla
2014,Diabetes,100456,Querétaro
2014,Diabetes,73046,Quintana Roo
2014,Diabetes,244569,San Luis Potosí
2014,Diabetes,317299,Sinaloa
2014,Diabetes,293261,Sonora
2014,Diabetes,60665,Tabasco
2014,Diabetes,371851,Tamaulipas
2014,Diabetes,61870,Tlaxcala
2014,Diabetes,430178,Veracruz
2014,Diabetes,170555,Yucatán
2014,Diabetes,52015,Zacatecas
2015,Diabetes,234123,Aguascalientes
2015,Diabetes,582879,Baja California
2015,Diabetes,73752,Baja California Sur
2015,Diabetes,67127,Campeche
2015,Diabetes,478300,Coahuila
2015,Diabetes,93374,Colima
2015,Diabetes,188511,Chiapas
2015,Diabetes,440178,Chihuahua
2015,Diabetes,1898146,Distrito Federal
2015,Diabetes,215914,Durango
2015,Diabetes,263252,Guanajuato
2015,Diabetes,178610,Guerrero
2015,Diabetes,142628,Hidalgo
2015,Diabetes,1001923,Jalisco
2015,Diabetes,1481971,México
2015,Diabetes,307000,Michoacán
2015,Diabetes,105811,Morelos
2015,Diabetes,133951,Nayarit
2015,Diabetes,1246983,Nuevo León
2015,Diabetes,118744,Oaxaca
2015,Diabetes,349825,Puebla
2015,Diabetes,176199,Querétaro
2015,Diabetes,129828,Quintana Roo
2015,Diabetes,289503,San Luis Potosí
2015,Diabetes,415299,Sinaloa
2015,Diabetes,441915,Sonora
2015,Diabetes,113499,Tabasco
2015,Diabetes,510867,Tamaulipas
2015,Diabetes,76751,Tlaxcala
2015,Diabetes,698323,Veracruz
2015,Diabetes,189396,Yucatán
2015,Diabetes,70501,Zacatecas
2016,Diabetes,228371,Aguascalientes
2016,Diabetes,585283,Baja California
2016,Diabetes,105938,Baja California Sur
2016,Diabetes,108251,Campeche
2016,Diabetes,536878,Coahuila
2016,Diabetes,107724,Colima
2016,Diabetes,212872,Chiapas
2016,Diabetes,517195,Chihuahua
2016,Diabetes,2251944,Distrito Federal
2016,Diabetes,236980,Durango
2016,Diabetes,368795,Guanajuato
2016,Diabetes,189668,Guerrero
2016,Diabetes,153988,Hidalgo
2016,Diabetes,1034163,Jalisco
2016,Diabetes,1538663,México
2016,Diabetes,374715,Michoacán
2016,Diabetes,169177,Morelos
2016,Diabetes,139909,Nayarit
2016,Diabetes,1392412,Nuevo León
2016,Diabetes,135721,Oaxaca
2016,Diabetes,451941,Puebla
2016,Diabetes,201159,Querétaro
2016,Diabetes,207747,Quintana Roo
2016,Diabetes,343432,San Luis Potosí
2016,Diabetes,452453,Sinaloa
2016,Diabetes,455628,Sonora
2016,Diabetes,190410,Tabasco
2016,Diabetes,571272,Tamaulipas
2016,Diabetes,104323,Tlaxcala
2016,Diabetes,691701,Veracruz
2016,Diabetes,237037,Yucatán
2016,Diabetes,64474,Zacatecas
2017,Diabetes,235856,Aguascalientes
2017,Diabetes,657032,Baja California
2017,Diabetes,97552,Baja California Sur
2017,Diabetes,91410,Campeche
2017,Diabetes,559638,Coahuila
2017,Diabetes,113770,Colima
2017,Diabetes,214459,Chiapas
2017,Diabetes,461898,Chihuahua
2017,Diabetes,2211411,Distrito Federal
2017,Diabetes,232286,Durango
2017,Diabetes,307771,Guanajuato
2017,Diabetes,122614,Guerrero
2017,Diabetes,129073,Hidalgo
2017,Diabetes,1065592,Jalisco
2017,Diabetes,1450092,México
2017,Diabetes,334401,Michoacán
2017,Diabetes,135485,Morelos
2017,Diabetes,119736,Nayarit
2017,Diabetes,1512199,Nuevo León
2017,Diabetes,131377,Oaxaca
2017,Diabetes,441609,Puebla
2017,Diabetes,182286,Querétaro
2017,Diabetes,174234,Quintana Roo
2017,Diabetes,342961,San Luis Potosí
2017,Diabetes,415313,Sinaloa
2017,Diabetes,440156,Sonora
2017,Diabetes,153717,Tabasco
2017,Diabetes,483118,Tamaulipas
2017,Diabetes,88608,Tlaxcala
2017,Diabetes,713143,Veracruz
2017,Diabetes,193051,Yucatán
2017,Diabetes,71607,Zacatecas
2018,Diabetes,194442,Aguascalientes
2018,Diabetes,581767,Baja California
2018,Diabetes,106368,Baja California Sur
2018,Diabetes,72631,Campeche
2018,Diabetes,578930,Coahuila
2018,Diabetes,110638,Colima
2018,Diabetes,195738,Chiapas
2018,Diabetes,388451,Chihuahua
2018,Diabetes,2263376,Distrito Federal
2018,Diabetes,247689,Durango
2018,Diabetes,327972,Guanajuato
2018,Diabetes,130607,Guerrero
2018,Diabetes,106400,Hidalgo
2018,Diabetes,1103796,Jalisco
2018,Diabetes,1424722,México
2018,Diabetes,304821,Michoacán
2018,Diabetes,153693,Morelos
2018,Diabetes,105228,Nayarit
2018,Diabetes,1500597,Nuevo León
2018,Diabetes,126014,Oaxaca
2018,Diabetes,422246,Puebla
2018,Diabetes,173383,Querétaro
2018,Diabetes,184179,Quintana Roo
2018,Diabetes,321246,San Luis Potosí
2018,Diabetes,404599,Sinaloa
2018,Diabetes,388156,Sonora
2018,Diabetes,140169,Tabasco
2018,Diabetes,501576,Tamaulipas
2018,Diabetes,99386,Tlaxcala
2018,Diabetes,705789,Veracruz
2018,Diabetes,217296,Yucatán
2018,Diabetes,74776,Zacatecas
2019,Diabetes,161409,Aguascalientes
2019,Diabetes,496810,Baja California
2019,Diabetes,88486,Baja California Sur
2019,Diabetes,67295,Campeche
2019,Diabetes,558629,Coahuila
2019,Diabetes,97804,Colima
2019,Diabetes,163974,Chiapas
2019,Diabetes,362803,Chihuahua
2019,Diabetes,1988948,Distrito Federal
2019,Diabetes,237703,Durango
2019,Diabetes,283830,Guanajuato
2019,Diabetes,119137,Guerrero
2019,Diabetes,159631,Hidalgo
2019,Diabetes,1006087,Jalisco
2019,Diabetes,1384064,México
2019,Diabetes,295134,Michoacán
2019,Diabetes,149250,Morelos
2019,Diabetes,96658,Nayarit
2019,Diabetes,1447052,Nuevo León
2019,Diabetes,125804,Oaxaca
2019,Diabetes,452568,Puebla
2019,Diabetes,167325,Querétaro
2019,Diabetes,184177,Quintana Roo
2019,Diabetes,249913,San Luis Potosí
2019,Diabetes,408256,Sinaloa
2019,Diabetes,369206,Sonora
2019,Diabetes,128499,Tabasco
2019,Diabetes,475779,Tamaulipas
2019,Diabetes,89614,Tlaxcala
2019,Diabetes,709330,Veracruz
2019,Diabetes,197624,Yucatán
2019,Diabetes,67310,Zacatecas
2020,Diabetes,86265,Aguascalientes
2020,Diabetes,240628,Baja California
2020,Diabetes,55146,Baja California Sur
2020,Diabetes,33898,Campeche
2020,Diabetes,229403,Coahuila
2020,Diabetes,57427,Colima
2020,Diabetes,58405,Chiapas
2020,Diabetes,188236,Chihuahua
2020,Diabetes,1166080,Distrito Federal
2020,Diabetes,138378,Durango
2020,Diabetes,161048,Guanajuato
2020,Diabetes,62192,Guerrero
2020,Diabetes,81643,Hidalgo
2020,Diabetes,542413,Jalisco
2020,Diabetes,841972,México
2020,Diabetes,162597,Michoacán
2020,Diabetes,112343,Morelos
2020,Diabetes,63814,Nayarit
2020,Diabetes,1063843,Nuevo León
2020,Diabetes,56490,Oaxaca
2020,Diabetes,334799,Puebla
2020,Diabetes,97605,Querétaro
2020,Diabetes,93425,Quintana Roo
2020,Diabetes,178049,San Luis Potosí
2020,Diabetes,204571,Sinaloa
2020,Diabetes,175576,Sonora
2020,Diabetes,54694,Tabasco
2020,Diabetes,233389,Tamaulipas
2020,Diabetes,40421,Tlaxcala
2020,Diabetes,341919,Veracruz
2020,Diabetes,79098,Yucatán
2020,Diabetes,33773,Zacatecas
2021,Diabetes,134128,Aguascalientes
2021,Diabetes,403733,Baja California
2021,Diabetes,80318,Baja California Sur
2021,Diabetes,67943,Campeche
2021,Diabetes,394887,Coahuila
2021,Diabetes,69576,Colima
2021,Diabetes,114288,Chiapas
2021,Diabetes,287104,Chihuahua
2021,Diabetes,1538467,Distrito Federal
2021,Diabetes,218400,Durango
2021,Diabetes,275211,Guanajuato
2021,Diabetes,85201,Guerrero
2021,Diabetes,124053,Hidalgo
2021,Diabetes,661122,Jalisco
2021,Diabetes,1060338,México
2021,Diabetes,219932,Michoacán
2021,Diabetes,166301,Morelos
2021,Diabetes,105031,Nayarit
2021,Diabetes,1362194,Nuevo León
2021,Diabetes,87031,Oaxaca
2021,Diabetes,479501,Puebla
2021,Diabetes,144451,Querétaro
2021,Diabetes,166148,Quintana Roo
2021,Diabetes,291386,San Luis Potosí
2021,Diabetes,289931,Sinaloa
2021,Diabetes,269507,Sonora
2021,Diabetes,88018,Tabasco
2021,Diabetes,344273,Tamaulipas
2021,Diabetes,60871,Tlaxcala
2021,Diabetes,472264,Veracruz
2021,Diabetes,142331,Yucatán
2021,Diabetes,54406,Zacatecas
2022,Diabetes,182988,Aguascalientes
2022,Diabetes,580768,Baja California
2022,Diabetes,184251,Baja California Sur
2022,Diabetes,77430,Campeche
2022,Diabetes,506748,Coahuila
2022,Diabetes,92806,Colima
2022,Diabetes,162042,Chiapas
2022,Diabetes,391625,Chihuahua
2022,Diabetes,621115,Distrito Federal
2022,Diabetes,114338,Durango
2022,Diabetes,173307,Guanajuato
2022,Diabetes,903481,Guerrero
2022,Diabetes,914424,Hidalgo
2022,Diabetes,542866,Jalisco
2022,Diabetes,488823,México
2022,Diabetes,130004,Michoacán
2022,Diabetes,1352668,Morelos
2022,Diabetes,121232,Nayarit
2022,Diabetes,660258,Nuevo León
2022,Diabetes,192210,Oaxaca
2022,Diabetes,213536,Puebla
2022,Diabetes,321855,Querétaro
2022,Diabetes,444409,Quintana Roo
2022,Diabetes,313397,San Luis Potosí
2022,Diabetes,113379,Sinaloa
2022,Diabetes,457720,Sonora
2022,Diabetes,87830,Tabasco
2022,Diabetes,385177,Tamaulipas
2022,Diabetes,224261,Tlaxcala
2022,Diabetes,295178,Veracruz
2022,Diabetes,564962,Yucatán
2022,Diabetes,1331163,Zacatecas
2000,Hipertension,86115,Aguascalientes
2000,Hipertension,177741,Baja California
2000,Hipertension,33129,Baja California Sur
2000,Hipertension,41887,Campeche
2000,Hipertension,244855,Coahuila
2000,Hipertension,52895,Colima
2000,Hipertension,104351,Chiapas
2000,Hipertension,241928,Chihuahua
2000,Hipertension,866848,Distrito Federal
2000,Hipertension,141986,Durango
2000,Hipertension,293559,Guanajuato
2000,Hipertension,88826,Guerrero
2000,Hipertension,67122,Hidalgo
2000,Hipertension,549937,Jalisco
2000,Hipertension,716948,México
2000,Hipertension,206082,Michoacán
2000,Hipertension,98085,Morelos
2000,Hipertension,51648,Nayarit
2000,Hipertension,482644,Nuevo León
2000,Hipertension,84541,Oaxaca
2000,Hipertension,264512,Puebla
2000,Hipertension,92167,Querétaro
2000,Hipertension,72610,Quintana Roo
2000,Hipertension,96229,San Luis Potosí
2000,Hipertension,273123,Sinaloa
2000,Hipertension,192583,Sonora
2000,Hipertension,70789,Tabasco
2000,Hipertension,230584,Tamaulipas
2000,Hipertension,51328,Tlaxcala
2000,Hipertension,405723,Veracruz
2000,Hipertension,140416,Yucatán
2000,Hipertension,73859,Zacatecas
2001,Hipertension,86470,Aguascalientes
2001,Hipertension,190507,Baja California
2001,Hipertension,38349,Baja California Sur
2001,Hipertension,44928,Campeche
2001,Hipertension,277398,Coahuila
2001,Hipertension,54079,Colima
2001,Hipertension,107994,Chiapas
2001,Hipertension,261404,Chihuahua
2001,Hipertension,886402,Distrito Federal
2001,Hipertension,145399,Durango
2001,Hipertension,282579,Guanajuato
2001,Hipertension,95362,Guerrero
2001,Hipertension,65324,Hidalgo
2001,Hipertension,536930,Jalisco
2001,Hipertension,757047,México
2001,Hipertension,222621,Michoacán
2001,Hipertension,100070,Morelos
2001,Hipertension,72727,Nayarit
2001,Hipertension,491091,Nuevo León
2001,Hipertension,92632,Oaxaca
2001,Hipertension,223121,Puebla
2001,Hipertension,84097,Querétaro
2001,Hipertension,72448,Quintana Roo
